file,reason,confidence
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_1.jpg,cad-3d,0.8913
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_2.jpg,cad-3d,0.8837
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_3.jpg,cad-3d,0.8596
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_4.jpg,cad-3d,0.8112
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_5.jpg,cad-3d,0.9534
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_6.jpg,cad-3d,0.887
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_7.jpg,cad-3d,0.9744
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_8.jpg,cad-3d,0.9336
curated\ruang-usaha\2024-02-26_C3y7T8RROaC\daikuinterior_C3y7T8RROaC_9.jpg,cad-3d,0.9004
curated\ruang-usaha\2024-03-06_C4KXHcUxr5y\daikuinterior_C4KXHcUxr5y_0.jpg,cad-3d,0.8204
curated\ruang-usaha\2024-03-06_C4KXHcUxr5y\daikuinterior_C4KXHcUxr5y_2.jpg,cad-3d,0.6573
curated\ruang-usaha\2024-03-08_C4P2hZoRytb\daikuinterior_C4P2hZoRytb_4.jpg,cad-3d,0.528
curated\ruang-usaha\2024-03-13_C4b8xgWRoVX\daikuinterior_C4b8xgWRoVX_1.jpg,cad-3d,0.6056
curated\ruang-usaha\2024-03-26_C49arjRxwDT\daikuinterior_C49arjRxwDT_0.jpg,cad-3d,0.9985
curated\ruang-usaha\2024-03-26_C49arjRxwDT\daikuinterior_C49arjRxwDT_1.jpg,cad-3d,0.9813
curated\ruang-usaha\2024-03-26_C49arjRxwDT\daikuinterior_C49arjRxwDT_2.jpg,cad-3d,0.9968
curated\ruang-usaha\2024-03-26_C49arjRxwDT\daikuinterior_C49arjRxwDT_3.jpg,cad-3d,0.9963
curated\ruang-usaha\2024-04-02_C5QGfLIRuS_\daikuinterior_C5QGfLIRuS__0.jpg,promotional,0.631
curated\ruang-usaha\2024-05-02_C6c2TnzxsTX\daikuinterior_C6c2TnzxsTX_0.jpg,promotional,0.694
curated\ruang-usaha\2024-05-08_C6sPXsfRixD\daikuinterior_C6sPXsfRixD_0.jpg,cad-3d,0.6645
curated\ruang-usaha\2024-05-08_C6sPXsfRixD\daikuinterior_C6sPXsfRixD_2.jpg,cad-3d,0.9258
curated\ruang-usaha\2024-05-08_C6sPXsfRixD\daikuinterior_C6sPXsfRixD_3.jpg,cad-3d,0.5968
curated\ruang-usaha\2024-05-13_C65DZLpRHMh\daikuinterior_C65DZLpRHMh_0.jpg,cad-3d,0.9565
curated\ruang-usaha\2024-05-13_C65DZLpRHMh\daikuinterior_C65DZLpRHMh_1.jpg,promotional,0.6744
curated\ruang-usaha\2024-06-02_C7spMQkxkkv\daikuinterior_C7spMQkxkkv_1.jpg,promotional,0.927
curated\ruang-usaha\2024-06-02_C7spMQkxkkv\daikuinterior_C7spMQkxkkv_3.jpg,promotional,0.9667
curated\ruang-usaha\2024-07-06_C9E2dFJxMly\daikuinterior_C9E2dFJxMly_5.jpg,cad-3d,0.6939
curated\ruang-usaha\2024-07-06_C9E2dFJxMly\daikuinterior_C9E2dFJxMly_7.jpg,cad-3d,0.9626
curated\ruang-usaha\2024-07-22_C9tiySSpgty\daikuinterior_C9tiySSpgty_1.jpg,cad-3d,0.5923
curated\ruang-usaha\2024-07-22_C9tiySSpgty\daikuinterior_C9tiySSpgty_4.jpg,cad-3d,0.7738
curated\ruang-usaha\2024-07-22_C9tiySSpgty\daikuinterior_C9tiySSpgty_5.jpg,cad-3d,0.9913
curated\ruang-usaha\2024-08-10_C-eOkwyyavK\daikuinterior_C-eOkwyyavK_0.jpg,cad-3d,0.9957
curated\ruang-usaha\2024-08-10_C-eOkwyyavK\daikuinterior_C-eOkwyyavK_1.jpg,cad-3d,0.9892
curated\ruang-usaha\2024-08-10_C-eOkwyyavK\daikuinterior_C-eOkwyyavK_2.jpg,cad-3d,0.9932
curated\ruang-usaha\2024-08-10_C-eOkwyyavK\daikuinterior_C-eOkwyyavK_3.jpg,cad-3d,0.9991
curated\ruang-usaha\2024-08-10_C-eOkwyyavK\daikuinterior_C-eOkwyyavK_4.jpg,cad-3d,0.9759
curated\ruang-usaha\2024-08-19_C-1eImCSecu\daikuinterior_C-1eImCSecu_2.jpg,cad-3d,0.6931
curated\ruang-usaha\2024-08-19_C-1eImCSecu\daikuinterior_C-1eImCSecu_3.jpg,cad-3d,0.9493
curated\ruang-usaha\2024-08-19_C-1eImCSecu\daikuinterior_C-1eImCSecu_4.jpg,cad-3d,0.9556
curated\ruang-usaha\2024-08-19_C-1eImCSecu\daikuinterior_C-1eImCSecu_6.jpg,cad-3d,0.9688
curated\ruang-usaha\2024-08-19_C-1eImCSecu\daikuinterior_C-1eImCSecu_8.jpg,cad-3d,0.9357
curated\ruang-usaha\2024-09-10_C_uw-MkzGqk\daikuinterior_C_uw-MkzGqk_0.jpg,cad-3d,0.6841
curated\ruang-usaha\2024-09-10_C_uw-MkzGqk\daikuinterior_C_uw-MkzGqk_2.jpg,cad-3d,0.7192
curated\ruang-usaha\2024-12-09_DDWgfeozZ5D\daikuinterior_DDWgfeozZ5D_0.jpg,cad-3d,0.9938
curated\ruang-usaha\2024-12-09_DDWgfeozZ5D\daikuinterior_DDWgfeozZ5D_1.jpg,cad-3d,0.9582
curated\ruang-usaha\2024-12-09_DDWgfeozZ5D\daikuinterior_DDWgfeozZ5D_2.jpg,cad-3d,0.9987
curated\ruang-usaha\2024-12-09_DDWgfeozZ5D\daikuinterior_DDWgfeozZ5D_3.jpg,cad-3d,0.999
curated\ruang-usaha\2025-06-04_DKd-AGAReKC\daikuinterior_DKd-AGAReKC_0.jpg,promotional,0.5503
curated\ruang-usaha\2025-06-04_DKd-AGAReKC\daikuinterior_DKd-AGAReKC_2.jpg,promotional,0.5632
curated\ruang-usaha\2025-06-10_DKtbgppxgkq\daikuinterior_DKtbgppxgkq_0.jpg,promotional,0.9028
curated\ruang-usaha\2025-06-10_DKtbgppxgkq\daikuinterior_DKtbgppxgkq_1.jpg,promotional,0.6743
curated\ruang-usaha\2025-06-10_DKtbgppxgkq\daikuinterior_DKtbgppxgkq_4.jpg,promotional,0.6595
curated\ruang-usaha\2025-06-11_DKv1QWax2JJ\daikuinterior_DKv1QWax2JJ_2.jpg,promotional,0.5717
curated\ruang-usaha\2025-06-11_DKv5G-oxQ-_\daikuinterior_DKv5G-oxQ-__1.jpg,cad-3d,0.8635
curated\ruang-usaha\2025-06-11_DKwCkUqx7w2\daikuinterior_DKwCkUqx7w2_0.jpg,cad-3d,0.528
curated\ruang-usaha\2025-06-11_DKwCkUqx7w2\daikuinterior_DKwCkUqx7w2_1.jpg,cad-3d,0.7107
curated\ruang-usaha\2025-06-11_DKwCkUqx7w2\daikuinterior_DKwCkUqx7w2_3.jpg,cad-3d,0.8729
curated\ruang-usaha\2025-06-12_DKyU1i0xYFV\daikuinterior_DKyU1i0xYFV_0.jpg,cad-3d,0.5256
curated\ruang-usaha\2025-06-12_DKyU1i0xYFV\daikuinterior_DKyU1i0xYFV_2.jpg,cad-3d,0.5894
curated\ruang-usaha\2025-06-12_DKyU1i0xYFV\daikuinterior_DKyU1i0xYFV_3.jpg,cad-3d,0.7323
curated\ruang-usaha\2025-06-16_DK9gGWjxjx4\daikuinterior_DK9gGWjxjx4_1.jpg,cad-3d,0.9838
curated\ruang-usaha\2025-06-16_DK9gGWjxjx4\daikuinterior_DK9gGWjxjx4_2.jpg,cad-3d,0.7001
curated\ruang-usaha\2025-06-16_DK9gGWjxjx4\daikuinterior_DK9gGWjxjx4_3.jpg,cad-3d,0.5206
curated\ruang-usaha\2025-06-16_DK9NmrUR5x6\daikuinterior_DK9NmrUR5x6_0.jpg,promotional,0.7416
curated\ruang-usaha\2025-06-16_DK9NmrUR5x6\daikuinterior_DK9NmrUR5x6_3.jpg,promotional,0.8336
curated\ruang-usaha\2025-06-17_DK_jFAux0oq\daikuinterior_DK_jFAux0oq_3.jpg,promotional,0.5376
curated\ruang-usaha\2025-06-17_DK_lX_LxH27\daikuinterior_DK_lX_LxH27_1.jpg,cad-3d,0.6854
curated\ruang-usaha\2025-06-17_DK_lX_LxH27\daikuinterior_DK_lX_LxH27_3.jpg,promotional,0.9204
curated\ruang-usaha\2025-06-18_DLCBs0cxZMh\daikuinterior_DLCBs0cxZMh_0.jpg,promotional,0.9637
curated\ruang-usaha\2025-06-18_DLCBs0cxZMh\daikuinterior_DLCBs0cxZMh_1.jpg,promotional,0.961
curated\ruang-usaha\2025-06-18_DLCBs0cxZMh\daikuinterior_DLCBs0cxZMh_2.jpg,promotional,0.9926
curated\ruang-usaha\2025-07-05_DLttXIQR1DJ\daikuinterior_DLttXIQR1DJ_0.jpg,promotional,0.5203
curated\ruang-usaha\2025-07-05_DLttXIQR1DJ\daikuinterior_DLttXIQR1DJ_2.jpg,promotional,0.6264
curated\ruang-usaha\2025-07-05_DLttXIQR1DJ\daikuinterior_DLttXIQR1DJ_3.jpg,promotional,0.9155
curated\ruang-usaha\2025-07-05_DLttXIQR1DJ\daikuinterior_DLttXIQR1DJ_4.jpg,promotional,0.846
curated\ruang-usaha\2025-12-05_DR3-NChE76r\daikuinterior_DR3-NChE76r_0.jpg,cad-3d,0.728
curated\ruang-usaha\2026-02-14_DUuw5RTE5GM\daikuinterior_DUuw5RTE5GM_0.jpg,cad-3d,0.6417
curated\ruang-usaha\2026-02-14_DUuw5RTE5GM\daikuinterior_DUuw5RTE5GM_1.jpg,cad-3d,0.7324
curated\ruang-usaha\2026-02-14_DUuw5RTE5GM\daikuinterior_DUuw5RTE5GM_2.jpg,cad-3d,0.8445
curated\ruang-usaha\2026-02-14_DUuw5RTE5GM\daikuinterior_DUuw5RTE5GM_3.jpg,cad-3d,0.6563
curated\ruang-usaha\2026-02-20_DU-OXIVEyBb\daikuinterior_DU-OXIVEyBb_0.jpg,promotional,0.6265
curated\ruang-usaha\2026-02-20_DU-OXIVEyBb\daikuinterior_DU-OXIVEyBb_3.jpg,promotional,0.7076
curated\ruang-usaha\2026-03-13_DV0TB4pE27D\daikuinterior_DV0TB4pE27D_3.jpg,cad-3d,0.5969
curated\ruang-usaha\2026-04-08_DW2jkr3k7us\daikuinterior_DW2jkr3k7us_0.jpg,cad-3d,0.7694
curated\ruang-usaha\2026-04-08_DW2jkr3k7us\daikuinterior_DW2jkr3k7us_1.jpg,cad-3d,0.7557
