post,file,classification,destination_category,confidence,action
2025-12-16_DSUR3SHE5Xw,daikuinterior_DSUR3SHE5Xw_1.jpg,dapur,dapur,0.4292,moved
2025-12-17_DSW1mxSk0fE,daikuinterior_DSW1mxSk0fE_0.jpg,promosi,promosi,0.7737,moved
2025-12-17_DSW1mxSk0fE,daikuinterior_DSW1mxSk0fE_1.jpg,promosi,promosi,0.9879,moved
2025-12-18_DSZbfLlk5P5,daikuinterior_DSZbfLlk5P5_0.jpg,furnitur-detail,furnitur-detail,0.4543,moved
2025-12-18_DSZbfLlk5P5,daikuinterior_DSZbfLlk5P5_1.jpg,furnitur-detail,furnitur-detail,0.4834,moved
2025-12-19_DScDOKHk5s6,daikuinterior_DScDOKHk5s6_0.jpg,furnitur-detail,furnitur-detail,0.4864,moved
2025-12-19_DScDOKHk5s6,daikuinterior_DScDOKHk5s6_1.jpg,furnitur-detail,furnitur-detail,0.8093,moved
2025-12-23_DSmTdLDk0oq,daikuinterior_DSmTdLDk0oq_0.jpg,eksterior,eksterior,0.8863,moved
2025-12-23_DSmTdLDk0oq,daikuinterior_DSmTdLDk0oq_1.jpg,furnitur-detail,eksterior,0.6244,moved
2025-12-25_DSrzAM7E_Sw,daikuinterior_DSrzAM7E_Sw_0.jpg,promosi,promosi,0.4013,moved
2025-12-25_DSrzAM7E_Sw,daikuinterior_DSrzAM7E_Sw_1.jpg,promosi,promosi,0.4199,moved
2025-12-26_DSuTWxNE6kp,daikuinterior_DSuTWxNE6kp_0.jpg,furnitur-detail,furnitur-detail,0.7011,moved
2025-12-26_DSuTWxNE6kp,daikuinterior_DSuTWxNE6kp_1.jpg,promosi,promosi,0.8987,moved
2025-12-26_DSuTWxNE6kp,daikuinterior_DSuTWxNE6kp_2.jpg,promosi,promosi,0.8727,moved
2025-12-26_DSuTWxNE6kp,daikuinterior_DSuTWxNE6kp_3.jpg,promosi,promosi,0.971,moved
2025-12-29_DS12aUxkzuG,daikuinterior_DS12aUxkzuG_0.jpg,furnitur-detail,furnitur-detail,0.4905,moved
2025-12-29_DS12aUxkzuG,daikuinterior_DS12aUxkzuG_1.jpg,promosi,promosi,0.4042,moved
2025-12-29_DS12aUxkzuG,daikuinterior_DS12aUxkzuG_2.jpg,promosi,promosi,0.9606,moved
2025-12-30_DS4VBW1E306,daikuinterior_DS4VBW1E306_0.jpg,eksterior,eksterior,0.7627,moved
2025-12-30_DS4VBW1E306,daikuinterior_DS4VBW1E306_1.jpg,promosi,promosi,0.6763,moved
2025-12-31_DS6_XrIk0ke,daikuinterior_DS6_XrIk0ke_0.jpg,kamar-mandi,kamar-mandi,0.3733,moved
2025-12-31_DS6_XrIk0ke,daikuinterior_DS6_XrIk0ke_1.jpg,promosi,promosi,0.7468,moved
2026-01-02_DS_2D5WkzzA,daikuinterior_DS_2D5WkzzA_0.jpg,ruang-keluarga,ruang-keluarga,0.4394,moved
2026-01-02_DS_2D5WkzzA,daikuinterior_DS_2D5WkzzA_1.jpg,furnitur-detail,ruang-keluarga,0.9613,moved
2026-01-05_DTHxtPfE9Kq,daikuinterior_DTHxtPfE9Kq_0.jpg,promosi,promosi,0.7334,moved
2026-01-05_DTHxtPfE9Kq,daikuinterior_DTHxtPfE9Kq_1.jpg,promosi,promosi,0.9529,moved
2026-01-06_DTKYMQaE-ss,daikuinterior_DTKYMQaE-ss_0.jpg,furnitur-detail,furnitur-detail,0.6977,moved
2026-01-06_DTKYMQaE-ss,daikuinterior_DTKYMQaE-ss_1.jpg,furnitur-detail,furnitur-detail,0.8864,moved
2026-01-06_DTKYMQaE-ss,daikuinterior_DTKYMQaE-ss_2.jpg,promosi,promosi,0.5991,moved
2026-01-07_DTM9xhxE2qA,daikuinterior_DTM9xhxE2qA_0.jpg,furnitur-detail,furnitur-detail,0.6054,moved
2026-01-07_DTM9xhxE2qA,daikuinterior_DTM9xhxE2qA_1.jpg,promosi,promosi,0.861,moved
2026-01-07_DTM9xhxE2qA,daikuinterior_DTM9xhxE2qA_2.jpg,promosi,promosi,0.6918,moved
2026-01-07_DTM9xhxE2qA,daikuinterior_DTM9xhxE2qA_3.jpg,promosi,promosi,0.9696,moved
2026-01-12_DTZywA9kweL,daikuinterior_DTZywA9kweL_0.jpg,kamar-tidur,kamar-tidur,0.7368,moved
2026-01-12_DTZywA9kweL,daikuinterior_DTZywA9kweL_1.jpg,promosi,promosi,0.823,moved
2026-01-12_DTZywA9kweL,daikuinterior_DTZywA9kweL_2.jpg,promosi,promosi,0.6926,moved
2026-01-12_DTZywA9kweL,daikuinterior_DTZywA9kweL_3.jpg,promosi,promosi,0.971,moved
2026-01-13_DTcYjwAk6On,daikuinterior_DTcYjwAk6On_0.jpg,furnitur-detail,furnitur-detail,0.65,moved
2026-01-13_DTcYjwAk6On,daikuinterior_DTcYjwAk6On_1.jpg,promosi,promosi,0.6322,moved
2026-01-13_DTcYjwAk6On,daikuinterior_DTcYjwAk6On_2.jpg,promosi,promosi,0.985,moved
2026-01-14_DTfMNwkE1uE,daikuinterior_DTfMNwkE1uE_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3953,moved
2026-01-14_DTfMNwkE1uE,daikuinterior_DTfMNwkE1uE_1.jpg,eksterior,eksterior,0.6931,moved
2026-01-15_DThfGtqE1Pu,daikuinterior_DThfGtqE1Pu_0.jpg,furnitur-detail,furnitur-detail,0.621,moved
2026-01-15_DThfGtqE1Pu,daikuinterior_DThfGtqE1Pu_1.jpg,furnitur-detail,furnitur-detail,0.4609,moved
2026-01-15_DThfGtqE1Pu,daikuinterior_DThfGtqE1Pu_2.jpg,promosi,promosi,0.3879,moved
2026-01-17_DTmrTHek9c8,daikuinterior_DTmrTHek9c8_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3315,moved
2026-01-17_DTmrTHek9c8,daikuinterior_DTmrTHek9c8_1.jpg,furnitur-detail,furnitur-detail,0.7102,moved
2026-01-17_DTmrTHek9c8,daikuinterior_DTmrTHek9c8_2.jpg,promosi,promosi,0.9616,moved
2026-01-17_DTmrTHek9c8,daikuinterior_DTmrTHek9c8_3.jpg,promosi,promosi,0.971,moved
2026-01-19_DTr05f3k6Es,daikuinterior_DTr05f3k6Es_0.jpg,eksterior,eksterior,0.6223,moved
2026-01-19_DTr05f3k6Es,daikuinterior_DTr05f3k6Es_1.jpg,promosi,promosi,0.4521,moved
2026-01-20_DTuZtw6kwdU,daikuinterior_DTuZtw6kwdU_0.jpg,promosi,promosi,0.7502,moved
2026-01-20_DTuZtw6kwdU,daikuinterior_DTuZtw6kwdU_1.jpg,furnitur-detail,furnitur-detail,0.917,moved
2026-01-20_DTuZtw6kwdU,daikuinterior_DTuZtw6kwdU_2.jpg,furnitur-detail,furnitur-detail,0.7318,moved
2026-01-21_DTw-dJck0ci,daikuinterior_DTw-dJck0ci_0.jpg,furnitur-detail,furnitur-detail,0.7033,moved
2026-01-21_DTw-dJck0ci,daikuinterior_DTw-dJck0ci_1.jpg,furnitur-detail,furnitur-detail,0.9613,moved
2026-01-22_DTzldKVkw88,daikuinterior_DTzldKVkw88_0.jpg,promosi,promosi,0.551,moved
2026-01-22_DTzldKVkw88,daikuinterior_DTzldKVkw88_1.jpg,perlu-ditinjau,perlu-ditinjau,0.303,moved
2026-01-23_DT2L6HSEyvT,daikuinterior_DT2L6HSEyvT_0.jpg,furnitur-detail,furnitur-detail,0.5793,moved
2026-01-23_DT2L6HSEyvT,daikuinterior_DT2L6HSEyvT_1.jpg,promosi,promosi,0.8169,moved
2026-01-23_DT2L6HSEyvT,daikuinterior_DT2L6HSEyvT_2.jpg,promosi,promosi,0.7306,moved
2026-01-24_DT4x-LIEyMw,daikuinterior_DT4x-LIEyMw_0.jpg,furnitur-detail,furnitur-detail,0.773,moved
2026-01-24_DT4x-LIEyMw,daikuinterior_DT4x-LIEyMw_1.jpg,promosi,promosi,0.8327,moved
2026-01-24_DT4x-LIEyMw,daikuinterior_DT4x-LIEyMw_2.jpg,furnitur-detail,furnitur-detail,0.8861,moved
2026-01-24_DT4x-LIEyMw,daikuinterior_DT4x-LIEyMw_3.jpg,promosi,promosi,0.7405,moved
2026-01-26_DT90l9BE9oU,daikuinterior_DT90l9BE9oU_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3803,moved
2026-01-26_DT90l9BE9oU,daikuinterior_DT90l9BE9oU_1.jpg,promosi,promosi,0.6036,moved
2026-01-27_DUAbMWsE-9t,daikuinterior_DUAbMWsE-9t_0.jpg,dapur,dapur,0.4311,moved
2026-01-27_DUAbMWsE-9t,daikuinterior_DUAbMWsE-9t_1.jpg,ruang-usaha,dapur,0.4926,moved
2026-01-27_DUAbMWsE-9t,daikuinterior_DUAbMWsE-9t_2.jpg,promosi,promosi,0.9698,moved
2026-01-28_DUDBmRCE2G9,daikuinterior_DUDBmRCE2G9_0.jpg,eksterior,eksterior,0.8191,moved
2026-01-28_DUDBmRCE2G9,daikuinterior_DUDBmRCE2G9_1.jpg,eksterior,eksterior,0.9394,moved
2026-01-29_DUFeW5bEx2i,daikuinterior_DUFeW5bEx2i_0.jpg,furnitur-detail,furnitur-detail,0.8456,moved
2026-01-29_DUFeW5bEx2i,daikuinterior_DUFeW5bEx2i_1.jpg,furnitur-detail,furnitur-detail,0.8271,moved
2026-01-30_DUIXQazE1Kt,daikuinterior_DUIXQazE1Kt_0.jpg,furnitur-detail,furnitur-detail,0.7575,moved
2026-01-30_DUIXQazE1Kt,daikuinterior_DUIXQazE1Kt_1.jpg,furnitur-detail,furnitur-detail,0.8864,moved
2026-01-30_DUIXQazE1Kt,daikuinterior_DUIXQazE1Kt_2.jpg,promosi,promosi,0.8698,moved
2026-02-02_DUP-IBRkwY8,daikuinterior_DUP-IBRkwY8_0.jpg,kamar-tidur,kamar-tidur,0.9088,moved
2026-02-02_DUP-IBRkwY8,daikuinterior_DUP-IBRkwY8_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3114,moved
2026-02-02_DUP-IBRkwY8,daikuinterior_DUP-IBRkwY8_2.jpg,furnitur-detail,kamar-tidur,0.6552,moved
2026-02-03_DUSc2HwE0UA,daikuinterior_DUSc2HwE0UA_0.jpg,dapur,dapur,0.9872,moved
2026-02-03_DUSc2HwE0UA,daikuinterior_DUSc2HwE0UA_1.jpg,ruang-usaha,dapur,0.4411,moved
2026-02-03_DUSc2HwE0UA,daikuinterior_DUSc2HwE0UA_2.jpg,dapur,dapur,0.5193,moved
2026-02-04_DUVBnY1E_Fx,daikuinterior_DUVBnY1E_Fx_0.jpg,kamar-tidur,kamar-tidur,0.5526,moved
2026-02-04_DUVBnY1E_Fx,daikuinterior_DUVBnY1E_Fx_1.jpg,kamar-tidur,kamar-tidur,0.8243,moved
2026-02-04_DUVBnY1E_Fx,daikuinterior_DUVBnY1E_Fx_2.jpg,furnitur-detail,kamar-tidur,0.5253,moved
2026-02-05_DUXmWTgE57Z,daikuinterior_DUXmWTgE57Z_0.jpg,furnitur-detail,furnitur-detail,0.7433,moved
2026-02-05_DUXmWTgE57Z,daikuinterior_DUXmWTgE57Z_1.jpg,ruang-usaha,furnitur-detail,0.4772,moved
2026-02-05_DUXmWTgE57Z,daikuinterior_DUXmWTgE57Z_2.jpg,furnitur-detail,furnitur-detail,0.7091,moved
2026-02-06_DUaOn2vE-jG,daikuinterior_DUaOn2vE-jG_0.jpg,kamar-tidur,kamar-tidur,0.9236,moved
2026-02-06_DUaOn2vE-jG,daikuinterior_DUaOn2vE-jG_1.jpg,kamar-tidur,kamar-tidur,0.5873,moved
2026-02-06_DUaOn2vE-jG,daikuinterior_DUaOn2vE-jG_2.jpg,kamar-tidur,kamar-tidur,0.6256,moved
2026-02-07_DUcqDk3E9ci,daikuinterior_DUcqDk3E9ci_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3358,moved
2026-02-07_DUcqDk3E9ci,daikuinterior_DUcqDk3E9ci_1.jpg,kamar-tidur,kamar-tidur,0.486,moved
2026-02-07_DUcqDk3E9ci,daikuinterior_DUcqDk3E9ci_2.jpg,kamar-tidur,kamar-tidur,0.6025,moved
2026-02-09_DUh5isnE0Y9,daikuinterior_DUh5isnE0Y9_0.jpg,dapur,dapur,0.9706,moved
2026-02-09_DUh5isnE0Y9,daikuinterior_DUh5isnE0Y9_1.jpg,dapur,dapur,0.7653,moved
2026-02-09_DUh5isnE0Y9,daikuinterior_DUh5isnE0Y9_2.jpg,dapur,dapur,0.7516,moved
2026-02-10_DUkeXsLE33c,daikuinterior_DUkeXsLE33c_0.jpg,furnitur-detail,furnitur-detail,0.8606,moved
2026-02-10_DUkeXsLE33c,daikuinterior_DUkeXsLE33c_1.jpg,dapur,furnitur-detail,0.5413,moved
2026-02-10_DUkeXsLE33c,daikuinterior_DUkeXsLE33c_2.jpg,furnitur-detail,furnitur-detail,0.5977,moved
2026-02-11_DUnDI2TExU6,daikuinterior_DUnDI2TExU6_0.jpg,ruang-usaha,ruang-usaha,0.3645,moved
2026-02-11_DUnDI2TExU6,daikuinterior_DUnDI2TExU6_1.jpg,furnitur-detail,ruang-usaha,0.3529,moved
2026-02-11_DUnDI2TExU6,daikuinterior_DUnDI2TExU6_2.jpg,perlu-ditinjau,perlu-ditinjau,0.3241,moved
2026-02-12_DUpn498E-qc,daikuinterior_DUpn498E-qc_0.jpg,furnitur-detail,furnitur-detail,0.4861,moved
2026-02-12_DUpn498E-qc,daikuinterior_DUpn498E-qc_1.jpg,furnitur-detail,furnitur-detail,0.471,moved
2026-02-12_DUpn498E-qc,daikuinterior_DUpn498E-qc_2.jpg,furnitur-detail,furnitur-detail,0.5318,moved
2026-02-12_DUpn498E-qc,daikuinterior_DUpn498E-qc_3.jpg,furnitur-detail,furnitur-detail,0.6619,moved
2026-02-13_DUsMwGvk-t6,daikuinterior_DUsMwGvk-t6_0.jpg,ruang-keluarga,ruang-keluarga,0.3842,moved
2026-02-13_DUsMwGvk-t6,daikuinterior_DUsMwGvk-t6_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2803,moved
2026-02-13_DUsMwGvk-t6,daikuinterior_DUsMwGvk-t6_2.jpg,ruang-usaha,ruang-keluarga,0.6377,moved
2026-02-13_DUsMwGvk-t6,daikuinterior_DUsMwGvk-t6_3.jpg,furnitur-detail,ruang-keluarga,0.451,moved
2026-02-14_DUuw5RTE5GM,daikuinterior_DUuw5RTE5GM_0.jpg,ruang-usaha,ruang-usaha,0.9392,moved
2026-02-14_DUuw5RTE5GM,daikuinterior_DUuw5RTE5GM_1.jpg,furnitur-detail,ruang-usaha,0.7047,moved
2026-02-14_DUuw5RTE5GM,daikuinterior_DUuw5RTE5GM_2.jpg,ruang-usaha,ruang-usaha,0.9324,moved
2026-02-14_DUuw5RTE5GM,daikuinterior_DUuw5RTE5GM_3.jpg,dapur,ruang-usaha,0.7118,moved
2026-02-16_DUz-gvhk7R8,daikuinterior_DUz-gvhk7R8_0.jpg,kamar-mandi,kamar-mandi,0.4531,moved
2026-02-16_DUz-gvhk7R8,daikuinterior_DUz-gvhk7R8_1.jpg,promosi,promosi,0.4108,moved
2026-02-16_DUz-gvhk7R8,daikuinterior_DUz-gvhk7R8_2.jpg,ruang-usaha,kamar-mandi,0.5068,moved
2026-02-16_DUz-gvhk7R8,daikuinterior_DUz-gvhk7R8_3.jpg,dapur,kamar-mandi,0.4734,moved
2026-02-17_DU2f5ink-K8,daikuinterior_DU2f5ink-K8_0.jpg,dapur,dapur,0.9707,moved
2026-02-17_DU2f5ink-K8,daikuinterior_DU2f5ink-K8_1.jpg,dapur,dapur,0.837,moved
2026-02-17_DU2f5ink-K8,daikuinterior_DU2f5ink-K8_2.jpg,dapur,dapur,0.8665,moved
2026-02-17_DU2f5ink-K8,daikuinterior_DU2f5ink-K8_3.jpg,dapur,dapur,0.6335,moved
2026-02-18_DU5EwVjE9Lh,daikuinterior_DU5EwVjE9Lh_0.jpg,kamar-mandi,kamar-mandi,0.9882,moved
2026-02-18_DU5EwVjE9Lh,daikuinterior_DU5EwVjE9Lh_1.jpg,kamar-mandi,kamar-mandi,0.837,moved
2026-02-18_DU5EwVjE9Lh,daikuinterior_DU5EwVjE9Lh_2.jpg,kamar-mandi,kamar-mandi,0.919,moved
2026-02-18_DU5EwVjE9Lh,daikuinterior_DU5EwVjE9Lh_3.jpg,perlu-ditinjau,perlu-ditinjau,0.3035,moved
2026-02-19_DU7pjtUEyvq,daikuinterior_DU7pjtUEyvq_0.jpg,kamar-mandi,kamar-tidur,0.8309,moved
2026-02-19_DU7pjtUEyvq,daikuinterior_DU7pjtUEyvq_1.jpg,kamar-tidur,kamar-tidur,0.5197,moved
2026-02-19_DU7pjtUEyvq,daikuinterior_DU7pjtUEyvq_2.jpg,perlu-ditinjau,perlu-ditinjau,0.2357,moved
2026-02-19_DU7pjtUEyvq,daikuinterior_DU7pjtUEyvq_3.jpg,kamar-tidur,kamar-tidur,0.4149,moved
2026-02-20_DU-OXIVEyBb,daikuinterior_DU-OXIVEyBb_0.jpg,ruang-usaha,ruang-usaha,0.9103,moved
2026-02-20_DU-OXIVEyBb,daikuinterior_DU-OXIVEyBb_1.jpg,ruang-usaha,ruang-usaha,0.9584,moved
2026-02-20_DU-OXIVEyBb,daikuinterior_DU-OXIVEyBb_2.jpg,ruang-usaha,ruang-usaha,0.8799,moved
2026-02-20_DU-OXIVEyBb,daikuinterior_DU-OXIVEyBb_3.jpg,ruang-usaha,ruang-usaha,0.7565,moved
2026-02-21_DVAzDfhE_Nf,daikuinterior_DVAzDfhE_Nf_0.jpg,dapur,dapur,0.9751,moved
2026-02-21_DVAzDfhE_Nf,daikuinterior_DVAzDfhE_Nf_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3118,moved
2026-02-21_DVAzDfhE_Nf,daikuinterior_DVAzDfhE_Nf_2.jpg,dapur,dapur,0.7562,moved
2026-02-21_DVAzDfhE_Nf,daikuinterior_DVAzDfhE_Nf_3.jpg,dapur,dapur,0.5625,moved
2026-02-22_DVDX7nkE2xJ,daikuinterior_DVDX7nkE2xJ_0.jpg,ruang-kerja,ruang-usaha,0.4913,moved
2026-02-22_DVDX7nkE2xJ,daikuinterior_DVDX7nkE2xJ_1.jpg,ruang-usaha,ruang-usaha,0.8876,moved
2026-02-22_DVDX7nkE2xJ,daikuinterior_DVDX7nkE2xJ_2.jpg,ruang-usaha,ruang-usaha,0.6692,moved
2026-02-22_DVDX7nkE2xJ,daikuinterior_DVDX7nkE2xJ_3.jpg,ruang-usaha,ruang-usaha,0.3817,moved
2026-02-23_DVF8pHbk0Gm,daikuinterior_DVF8pHbk0Gm_0.jpg,furnitur-detail,furnitur-detail,0.497,moved
2026-02-23_DVF8pHbk0Gm,daikuinterior_DVF8pHbk0Gm_1.jpg,furnitur-detail,furnitur-detail,0.5948,moved
2026-02-23_DVF8pHbk0Gm,daikuinterior_DVF8pHbk0Gm_2.jpg,furnitur-detail,furnitur-detail,0.6395,moved
2026-02-23_DVGDkXdk2rI,daikuinterior_DVGDkXdk2rI_0.jpg,kamar-tidur,kamar-tidur,0.916,moved
2026-02-23_DVGDkXdk2rI,daikuinterior_DVGDkXdk2rI_1.jpg,kamar-tidur,kamar-tidur,0.6286,moved
2026-02-23_DVGDkXdk2rI,daikuinterior_DVGDkXdk2rI_2.jpg,kamar-tidur,kamar-tidur,0.564,moved
2026-02-23_DVGKduXE45i,daikuinterior_DVGKduXE45i_0.jpg,kamar-mandi,kamar-mandi,0.6427,moved
2026-02-23_DVGKduXE45i,daikuinterior_DVGKduXE45i_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2551,moved
2026-02-23_DVGKduXE45i,daikuinterior_DVGKduXE45i_2.jpg,perlu-ditinjau,perlu-ditinjau,0.3353,moved
2026-02-24_DVIf1nyAUSo,daikuinterior_DVIf1nyAUSo_0.jpg,kamar-tidur,kamar-tidur,0.9308,moved
2026-02-24_DVIf1nyAUSo,daikuinterior_DVIf1nyAUSo_1.jpg,kamar-tidur,kamar-tidur,0.8247,moved
2026-02-24_DVIf1nyAUSo,daikuinterior_DVIf1nyAUSo_2.jpg,kamar-tidur,kamar-tidur,0.8191,moved
2026-02-25_DVLGPnqE8FV,daikuinterior_DVLGPnqE8FV_0.jpg,dapur,dapur,0.9642,moved
2026-02-25_DVLGPnqE8FV,daikuinterior_DVLGPnqE8FV_1.jpg,dapur,dapur,0.7606,moved
2026-02-25_DVLGPnqE8FV,daikuinterior_DVLGPnqE8FV_2.jpg,dapur,dapur,0.5952,moved
2026-02-25_DVLGPnqE8FV,daikuinterior_DVLGPnqE8FV_3.jpg,dapur,dapur,0.4688,moved
2026-02-26_DVNpLMzk3Nr,daikuinterior_DVNpLMzk3Nr_0.jpg,kamar-tidur,kamar-tidur,0.6838,moved
2026-02-26_DVNpLMzk3Nr,daikuinterior_DVNpLMzk3Nr_1.jpg,kamar-tidur,kamar-tidur,0.357,moved
2026-02-26_DVNpLMzk3Nr,daikuinterior_DVNpLMzk3Nr_2.jpg,furnitur-detail,kamar-tidur,0.537,moved
2026-02-26_DVNpLMzk3Nr,daikuinterior_DVNpLMzk3Nr_3.jpg,perlu-ditinjau,perlu-ditinjau,0.4062,moved
2026-02-27_DVQPhYxE889,daikuinterior_DVQPhYxE889_0.jpg,ruang-usaha,ruang-usaha,0.7746,moved
2026-02-27_DVQPhYxE889,daikuinterior_DVQPhYxE889_1.jpg,ruang-usaha,ruang-usaha,0.6019,moved
2026-02-27_DVQPhYxE889,daikuinterior_DVQPhYxE889_2.jpg,ruang-usaha,ruang-usaha,0.7765,moved
2026-02-27_DVQPhYxE889,daikuinterior_DVQPhYxE889_3.jpg,furnitur-detail,ruang-usaha,0.4257,moved
2026-03-02_DVX-QRnkxvr,daikuinterior_DVX-QRnkxvr_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3305,moved
2026-03-02_DVX-QRnkxvr,daikuinterior_DVX-QRnkxvr_1.jpg,furnitur-detail,furnitur-detail,0.5236,moved
2026-03-03_DVajASpkxc0,daikuinterior_DVajASpkxc0_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3067,moved
2026-03-03_DVajASpkxc0,daikuinterior_DVajASpkxc0_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3199,moved
2026-03-04_DVdH0iOk8u5,daikuinterior_DVdH0iOk8u5_0.jpg,dapur,dapur,0.9567,moved
2026-03-04_DVdH0iOk8u5,daikuinterior_DVdH0iOk8u5_1.jpg,furnitur-detail,dapur,0.4984,moved
2026-03-05_DVfsnPQk255,daikuinterior_DVfsnPQk255_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2721,moved
2026-03-05_DVfsnPQk255,daikuinterior_DVfsnPQk255_1.jpg,furnitur-detail,furnitur-detail,0.3964,moved
2026-03-06_DViRbvkE3wP,daikuinterior_DViRbvkE3wP_0.jpg,kamar-mandi,kamar-mandi,0.4597,moved
2026-03-06_DViRbvkE3wP,daikuinterior_DViRbvkE3wP_1.jpg,dapur,kamar-mandi,0.4089,moved
2026-03-07_DVk2LpEE8cW,daikuinterior_DVk2LpEE8cW_0.jpg,ruang-usaha,ruang-usaha,0.5715,moved
2026-03-07_DVk2LpEE8cW,daikuinterior_DVk2LpEE8cW_1.jpg,furnitur-detail,ruang-usaha,0.5531,moved
2026-03-08_DVna_Ndk3BV,daikuinterior_DVna_Ndk3BV_0.jpg,ruang-makan,ruang-makan,0.6571,moved
2026-03-08_DVna_Ndk3BV,daikuinterior_DVna_Ndk3BV_1.jpg,furnitur-detail,ruang-makan,0.3927,moved
2026-03-09_DVp_2cIE0DT,daikuinterior_DVp_2cIE0DT_0.jpg,dapur,dapur,0.8768,moved
2026-03-09_DVp_2cIE0DT,daikuinterior_DVp_2cIE0DT_1.jpg,dapur,dapur,0.8224,moved
2026-03-09_DVp_2cIE0DT,daikuinterior_DVp_2cIE0DT_2.jpg,dapur,dapur,0.7337,moved
2026-03-09_DVp_2cIE0DT,daikuinterior_DVp_2cIE0DT_3.jpg,dapur,dapur,0.6929,moved
2026-03-10_DVskq6QE1uf,daikuinterior_DVskq6QE1uf_0.jpg,furnitur-detail,furnitur-detail,0.6648,moved
2026-03-10_DVskq6QE1uf,daikuinterior_DVskq6QE1uf_1.jpg,kamar-tidur,furnitur-detail,0.5873,moved
2026-03-10_DVskq6QE1uf,daikuinterior_DVskq6QE1uf_2.jpg,promosi,promosi,0.4544,moved
2026-03-11_DVvJdabkwZp,daikuinterior_DVvJdabkwZp_0.jpg,kamar-tidur,kamar-tidur,0.8704,moved
2026-03-11_DVvJdabkwZp,daikuinterior_DVvJdabkwZp_1.jpg,kamar-tidur,kamar-tidur,0.4203,moved
2026-03-11_DVvJdabkwZp,daikuinterior_DVvJdabkwZp_2.jpg,furnitur-detail,kamar-tidur,0.393,moved
2026-03-11_DVvJdabkwZp,daikuinterior_DVvJdabkwZp_3.jpg,furnitur-detail,kamar-tidur,0.6569,moved
2026-03-12_DVxuKZlEyFD,daikuinterior_DVxuKZlEyFD_0.jpg,furnitur-detail,furnitur-detail,0.4816,moved
2026-03-12_DVxuKZlEyFD,daikuinterior_DVxuKZlEyFD_1.jpg,furnitur-detail,furnitur-detail,0.4628,moved
2026-03-12_DVxuKZlEyFD,daikuinterior_DVxuKZlEyFD_2.jpg,kamar-mandi,furnitur-detail,0.4954,moved
2026-03-12_DVxuKZlEyFD,daikuinterior_DVxuKZlEyFD_3.jpg,furnitur-detail,furnitur-detail,0.4795,moved
2026-03-13_DV0TB4pE27D,daikuinterior_DV0TB4pE27D_0.jpg,ruang-usaha,ruang-usaha,0.9256,moved
2026-03-13_DV0TB4pE27D,daikuinterior_DV0TB4pE27D_1.jpg,ruang-usaha,ruang-usaha,0.6886,moved
2026-03-13_DV0TB4pE27D,daikuinterior_DV0TB4pE27D_2.jpg,ruang-usaha,ruang-usaha,0.5286,moved
2026-03-13_DV0TB4pE27D,daikuinterior_DV0TB4pE27D_3.jpg,furnitur-detail,ruang-usaha,0.6899,moved
2026-03-14_DV232DrExXA,daikuinterior_DV232DrExXA_0.jpg,dapur,dapur,0.978,moved
2026-03-14_DV232DrExXA,daikuinterior_DV232DrExXA_1.jpg,dapur,dapur,0.4887,moved
2026-03-14_DV232DrExXA,daikuinterior_DV232DrExXA_2.jpg,promosi,promosi,0.4106,moved
2026-03-15_DV5cko6E4VG,daikuinterior_DV5cko6E4VG_0.jpg,ruang-usaha,ruang-usaha,0.9461,moved
2026-03-15_DV5cko6E4VG,daikuinterior_DV5cko6E4VG_1.jpg,ruang-usaha,ruang-usaha,0.5212,moved
2026-03-15_DV5cko6E4VG,daikuinterior_DV5cko6E4VG_2.jpg,ruang-usaha,ruang-usaha,0.9129,moved
2026-03-15_DV5cko6E4VG,daikuinterior_DV5cko6E4VG_3.jpg,ruang-makan,ruang-usaha,0.608,moved
2026-03-16_DV8Ah2jE2AQ,daikuinterior_DV8Ah2jE2AQ_0.jpg,dapur,dapur,0.9504,moved
2026-03-16_DV8Ah2jE2AQ,daikuinterior_DV8Ah2jE2AQ_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3374,moved
2026-03-16_DV8Ah2jE2AQ,daikuinterior_DV8Ah2jE2AQ_2.jpg,furnitur-detail,dapur,0.6514,moved
2026-03-21_DWJisTHkzZQ,daikuinterior_DWJisTHkzZQ_0.jpg,eksterior,eksterior,0.6814,moved
2026-03-21_DWJisTHkzZQ,daikuinterior_DWJisTHkzZQ_1.jpg,ruang-usaha,eksterior,0.5867,moved
2026-03-22_DWLqw8wkwkk,daikuinterior_DWLqw8wkwkk_0.jpg,furnitur-detail,furnitur-detail,0.6601,moved
2026-03-22_DWLqw8wkwkk,daikuinterior_DWLqw8wkwkk_1.jpg,furnitur-detail,furnitur-detail,0.7251,moved
