post,file,classification,destination_category,confidence,action
2022-03-05_CauRUmKJ3aj,daikuinterior_CauRUmKJ3aj_0.jpg,furnitur-detail,furnitur-detail,0.6206,moved
2022-03-07_CayK04fpiRO,daikuinterior_CayK04fpiRO_0.jpg,kamar-tidur,kamar-tidur,0.8063,moved
2022-03-07_CaylNGepOCf,daikuinterior_CaylNGepOCf_0.jpg,kamar-tidur,kamar-tidur,0.9316,moved
2022-03-07_CaylNGepOCf,daikuinterior_CaylNGepOCf_1.jpg,kamar-mandi,kamar-tidur,0.8821,moved
2022-03-07_CaylNGepOCf,daikuinterior_CaylNGepOCf_2.jpg,kamar-tidur,kamar-tidur,0.5468,moved
2022-03-10_Ca6y-yuJ6Az,daikuinterior_Ca6y-yuJ6Az_0.jpg,furnitur-detail,furnitur-detail,0.5784,moved
2022-03-14_CbFb3tLpTit,daikuinterior_CbFb3tLpTit_0.jpg,dapur,dapur,0.9371,moved
2022-03-14_CbFb5mMpUg-,daikuinterior_CbFb5mMpUg-_0.jpg,ruang-makan,ruang-makan,0.624,moved
2022-03-17_CbL6LSLJ8pe,daikuinterior_CbL6LSLJ8pe_0.jpg,dapur,dapur,0.919,moved
2022-03-17_CbMSUiyJmhs,daikuinterior_CbMSUiyJmhs_0.jpg,ruang-usaha,ruang-usaha,0.5606,moved
2022-03-17_CbMSUiyJmhs,daikuinterior_CbMSUiyJmhs_1.jpg,ruang-usaha,ruang-usaha,0.4187,moved
2022-03-17_CbMSUiyJmhs,daikuinterior_CbMSUiyJmhs_2.jpg,ruang-usaha,ruang-usaha,0.6345,moved
2022-03-17_CbMSUiyJmhs,daikuinterior_CbMSUiyJmhs_3.jpg,ruang-usaha,ruang-usaha,0.558,moved
2022-03-18_CbOuiAAJKkA,daikuinterior_CbOuiAAJKkA_0.jpg,furnitur-detail,furnitur-detail,0.918,moved
2022-03-18_CbPBlsoJMdx,daikuinterior_CbPBlsoJMdx_0.jpg,kamar-tidur,kamar-tidur,0.9446,moved
2022-03-18_CbPBlsoJMdx,daikuinterior_CbPBlsoJMdx_1.jpg,kamar-mandi,kamar-tidur,0.7154,moved
2022-03-18_CbPBlsoJMdx,daikuinterior_CbPBlsoJMdx_2.jpg,furnitur-detail,kamar-tidur,0.4175,moved
2022-03-18_CbPBlsoJMdx,daikuinterior_CbPBlsoJMdx_3.jpg,kamar-tidur,kamar-tidur,0.9422,moved
2022-03-19_CbRKtTZJkr-,daikuinterior_CbRKtTZJkr-_0.jpg,furnitur-detail,furnitur-detail,0.6503,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_0.jpg,furnitur-detail,ruang-usaha,0.4996,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_1.jpg,ruang-usaha,ruang-usaha,0.827,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_2.jpg,ruang-usaha,ruang-usaha,0.5276,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_3.jpg,furnitur-detail,ruang-usaha,0.7592,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_4.jpg,ruang-usaha,ruang-usaha,0.9046,moved
2022-03-21_CbW4edsprIs,daikuinterior_CbW4edsprIs_5.jpg,ruang-usaha,ruang-usaha,0.814,moved
2022-03-24_CbeT_iXJlXq,daikuinterior_CbeT_iXJlXq_0.jpg,furnitur-detail,furnitur-detail,0.5674,moved
2022-03-24_CbeT_iXJlXq,daikuinterior_CbeT_iXJlXq_1.jpg,furnitur-detail,furnitur-detail,0.3604,moved
2022-03-24_CbeT_iXJlXq,daikuinterior_CbeT_iXJlXq_2.jpg,furnitur-detail,furnitur-detail,0.4955,moved
2022-03-24_CbeT_iXJlXq,daikuinterior_CbeT_iXJlXq_3.jpg,furnitur-detail,furnitur-detail,0.5073,moved
2022-03-24_CbeT_iXJlXq,daikuinterior_CbeT_iXJlXq_4.jpg,ruang-usaha,furnitur-detail,0.8724,moved
2022-03-25_CbggdWFpYie,daikuinterior_CbggdWFpYie_0.jpg,furnitur-detail,furnitur-detail,0.3693,moved
2022-03-25_CbggdWFpYie,daikuinterior_CbggdWFpYie_1.jpg,ruang-usaha,furnitur-detail,0.7974,moved
2022-03-26_CbjH4XRpv-i,daikuinterior_CbjH4XRpv-i_0.jpg,furnitur-detail,furnitur-detail,0.583,moved
2022-03-26_CbjH4XRpv-i,daikuinterior_CbjH4XRpv-i_1.jpg,ruang-usaha,furnitur-detail,0.6427,moved
2022-03-26_CbjH4XRpv-i,daikuinterior_CbjH4XRpv-i_2.jpg,furnitur-detail,furnitur-detail,0.524,moved
2022-03-26_CbjH4XRpv-i,daikuinterior_CbjH4XRpv-i_3.jpg,furnitur-detail,furnitur-detail,0.5143,moved
2022-03-26_CbjHxyup0Dp,daikuinterior_CbjHxyup0Dp_0.jpg,furnitur-detail,furnitur-detail,0.3855,moved
2022-03-26_CbjHxyup0Dp,daikuinterior_CbjHxyup0Dp_1.jpg,furnitur-detail,furnitur-detail,0.5575,moved
2022-03-26_CbjkdBsprH3,daikuinterior_CbjkdBsprH3_0.jpg,furnitur-detail,furnitur-detail,0.7095,moved
2022-03-29_Cbq95CcJePu,daikuinterior_Cbq95CcJePu_0.jpg,dapur,dapur,0.979,moved
2022-04-01_CbzvMtjpPw5,daikuinterior_CbzvMtjpPw5_0.jpg,ruang-usaha,ruang-usaha,0.846,moved
2022-04-01_CbzvMtjpPw5,daikuinterior_CbzvMtjpPw5_1.jpg,ruang-usaha,ruang-usaha,0.8448,moved
2022-04-04_Cb6eyX-Be6O,daikuinterior_Cb6eyX-Be6O_0.jpg,promosi,promosi,0.9977,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_0.jpg,ruang-usaha,ruang-usaha,0.6143,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_1.jpg,ruang-usaha,ruang-usaha,0.7363,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_2.jpg,ruang-usaha,ruang-usaha,0.7359,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_3.jpg,ruang-usaha,ruang-usaha,0.7342,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_4.jpg,ruang-usaha,ruang-usaha,0.7782,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_5.jpg,ruang-usaha,ruang-usaha,0.6754,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_6.jpg,ruang-usaha,ruang-usaha,0.5728,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_7.jpg,ruang-usaha,ruang-usaha,0.3798,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_8.jpg,ruang-usaha,ruang-usaha,0.7545,moved
2022-04-04_Cb6jL07hW7G,daikuinterior_Cb6jL07hW7G_9.jpg,ruang-usaha,ruang-usaha,0.8928,moved
2022-04-04_Cb6kQCOBRIf,daikuinterior_Cb6kQCOBRIf_0.jpg,furnitur-detail,furnitur-detail,0.6793,moved
2022-04-04_Cb6kQCOBRIf,daikuinterior_Cb6kQCOBRIf_1.jpg,furnitur-detail,furnitur-detail,0.4301,moved
2022-04-04_Cb6kRxTh3D1,daikuinterior_Cb6kRxTh3D1_0.jpg,furnitur-detail,furnitur-detail,0.4925,moved
2022-04-04_Cb6kWZCBUST,daikuinterior_Cb6kWZCBUST_0.jpg,ruang-keluarga,ruang-keluarga,0.3443,moved
2022-04-04_Cb6kWZCBUST,daikuinterior_Cb6kWZCBUST_1.jpg,kamar-tidur,ruang-keluarga,0.8525,moved
2022-04-04_Cb6kWZCBUST,daikuinterior_Cb6kWZCBUST_2.jpg,ruang-keluarga,ruang-keluarga,0.5211,moved
2022-04-04_Cb6kWZCBUST,daikuinterior_Cb6kWZCBUST_3.jpg,kamar-tidur,ruang-keluarga,0.6772,moved
2022-04-04_Cb6kWZCBUST,daikuinterior_Cb6kWZCBUST_4.jpg,perlu-ditinjau,perlu-ditinjau,0.306,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_0.jpg,ruang-usaha,furnitur-detail,0.3486,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_1.jpg,furnitur-detail,furnitur-detail,0.5686,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_2.jpg,furnitur-detail,furnitur-detail,0.3812,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_3.jpg,ruang-usaha,furnitur-detail,0.7219,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_4.jpg,perlu-ditinjau,perlu-ditinjau,0.3334,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_5.jpg,furnitur-detail,furnitur-detail,0.4131,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_6.jpg,furnitur-detail,furnitur-detail,0.4598,moved
2022-04-04_Cb6l2zfB75K,daikuinterior_Cb6l2zfB75K_7.jpg,perlu-ditinjau,perlu-ditinjau,0.305,moved
2022-04-04_Cb6lNgVhOiw,daikuinterior_Cb6lNgVhOiw_0.jpg,perlu-ditinjau,perlu-ditinjau,0.3729,moved
2022-04-04_Cb6lPm2h2pW,daikuinterior_Cb6lPm2h2pW_0.jpg,ruang-usaha,furnitur-detail,0.6321,moved
2022-04-04_Cb6lPm2h2pW,daikuinterior_Cb6lPm2h2pW_1.jpg,furnitur-detail,furnitur-detail,0.5343,moved
2022-04-04_Cb6lPm2h2pW,daikuinterior_Cb6lPm2h2pW_2.jpg,foto-orang,foto-orang,0.9127,moved
2022-04-04_Cb6lPm2h2pW,daikuinterior_Cb6lPm2h2pW_3.jpg,furnitur-detail,furnitur-detail,0.4472,moved
2022-04-04_Cb6lPm2h2pW,daikuinterior_Cb6lPm2h2pW_4.jpg,perlu-ditinjau,perlu-ditinjau,0.3118,moved
2022-04-04_Cb6lR9ihL7H,daikuinterior_Cb6lR9ihL7H_0.jpg,ruang-usaha,ruang-usaha,0.6234,moved
2022-04-04_Cb6lR9ihL7H,daikuinterior_Cb6lR9ihL7H_1.jpg,ruang-usaha,ruang-usaha,0.6336,moved
2022-04-04_Cb6lR9ihL7H,daikuinterior_Cb6lR9ihL7H_2.jpg,ruang-usaha,ruang-usaha,0.5113,moved
2022-04-04_Cb6lR9ihL7H,daikuinterior_Cb6lR9ihL7H_3.jpg,furnitur-detail,ruang-usaha,0.6981,moved
2022-04-04_Cb6pf89BP48,daikuinterior_Cb6pf89BP48_0.jpg,kamar-mandi,kamar-mandi,0.5915,moved
2022-04-04_Cb6pf89BP48,daikuinterior_Cb6pf89BP48_1.jpg,kamar-mandi,kamar-mandi,0.8835,moved
2022-04-04_Cb6pf89BP48,daikuinterior_Cb6pf89BP48_2.jpg,kamar-mandi,kamar-mandi,0.8221,moved
2022-04-04_Cb6pf89BP48,daikuinterior_Cb6pf89BP48_3.jpg,furnitur-detail,kamar-mandi,0.4906,moved
2022-04-04_Cb6pf89BP48,daikuinterior_Cb6pf89BP48_4.jpg,kamar-tidur,kamar-mandi,0.4083,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_0.jpg,ruang-usaha,ruang-usaha,0.781,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_1.jpg,ruang-usaha,ruang-usaha,0.6642,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_2.jpg,ruang-usaha,ruang-usaha,0.7529,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_3.jpg,furnitur-detail,ruang-usaha,0.4836,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_4.jpg,ruang-usaha,ruang-usaha,0.5674,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_5.jpg,ruang-usaha,ruang-usaha,0.9055,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_6.jpg,ruang-usaha,ruang-usaha,0.8425,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_7.jpg,ruang-usaha,ruang-usaha,0.954,moved
2022-04-05_Cb86oOBp-Tn,daikuinterior_Cb86oOBp-Tn_8.jpg,ruang-usaha,ruang-usaha,0.9568,moved
2022-04-06_Cb_gdBBpQhF,daikuinterior_Cb_gdBBpQhF_0.jpg,furnitur-detail,furnitur-detail,0.4266,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_0.jpg,eksterior,furnitur-detail,0.622,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_1.jpg,furnitur-detail,furnitur-detail,0.6851,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_2.jpg,ruang-keluarga,furnitur-detail,0.4991,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_3.jpg,perlu-ditinjau,perlu-ditinjau,0.2288,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_4.jpg,perlu-ditinjau,perlu-ditinjau,0.3266,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_5.jpg,perlu-ditinjau,perlu-ditinjau,0.3125,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_6.jpg,kamar-mandi,furnitur-detail,0.6207,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_7.jpg,furnitur-detail,furnitur-detail,0.462,moved
2022-04-12_CcPEA8GpXYl,daikuinterior_CcPEA8GpXYl_8.jpg,ruang-keluarga,furnitur-detail,0.3797,moved
2022-04-13_CcRnA5kp-Qv,daikuinterior_CcRnA5kp-Qv_0.jpg,promosi,promosi,0.5617,moved
2022-04-14_CcVP8HkJEQi,daikuinterior_CcVP8HkJEQi_0.jpg,ruang-keluarga,ruang-keluarga,0.5998,moved
2022-04-14_CcVP8HkJEQi,daikuinterior_CcVP8HkJEQi_1.jpg,ruang-keluarga,ruang-keluarga,0.5767,moved
2022-04-14_CcVP8HkJEQi,daikuinterior_CcVP8HkJEQi_2.jpg,ruang-usaha,ruang-keluarga,0.4846,moved
2022-04-14_CcVP8HkJEQi,daikuinterior_CcVP8HkJEQi_3.jpg,perlu-ditinjau,perlu-ditinjau,0.3236,moved
2022-04-14_CcVP8HkJEQi,daikuinterior_CcVP8HkJEQi_4.jpg,ruang-usaha,ruang-keluarga,0.4009,moved
2022-04-14_CcVQLBFpYFo,daikuinterior_CcVQLBFpYFo_0.jpg,eksterior,eksterior,0.7881,moved
2022-04-14_CcVQLBFpYFo,daikuinterior_CcVQLBFpYFo_1.jpg,perlu-ditinjau,perlu-ditinjau,0.3374,moved
2022-04-14_CcVQLBFpYFo,daikuinterior_CcVQLBFpYFo_2.jpg,perlu-ditinjau,perlu-ditinjau,0.2254,moved
2022-04-14_CcVQLBFpYFo,daikuinterior_CcVQLBFpYFo_3.jpg,ruang-usaha,eksterior,0.4114,moved
2022-04-14_CcVQLBFpYFo,daikuinterior_CcVQLBFpYFo_4.jpg,perlu-ditinjau,perlu-ditinjau,0.2014,moved
2022-04-16_CcZNYDWp_JM,daikuinterior_CcZNYDWp_JM_0.jpg,furnitur-detail,furnitur-detail,0.9947,moved
2022-04-16_CcZNYDWp_JM,daikuinterior_CcZNYDWp_JM_1.jpg,furnitur-detail,furnitur-detail,0.9928,moved
2022-04-20_Ccj3rIRJooE,daikuinterior_Ccj3rIRJooE_0.jpg,dapur,dapur,0.8645,moved
2022-04-20_Cck9PQoJkTy,daikuinterior_Cck9PQoJkTy_0.jpg,furnitur-detail,furnitur-detail,0.6537,moved
2022-04-21_CcmCt2lp3AF,daikuinterior_CcmCt2lp3AF_0.jpg,promosi,promosi,0.4167,moved
2022-04-21_CcmCt2lp3AF,daikuinterior_CcmCt2lp3AF_1.jpg,furnitur-detail,furnitur-detail,0.7389,moved
2022-04-21_CcmCt2lp3AF,daikuinterior_CcmCt2lp3AF_2.jpg,furnitur-detail,furnitur-detail,0.4245,moved
2022-04-21_CcmCt2lp3AF,daikuinterior_CcmCt2lp3AF_3.jpg,furnitur-detail,furnitur-detail,0.6468,moved
2022-04-21_CcmCt2lp3AF,daikuinterior_CcmCt2lp3AF_4.jpg,foto-orang,foto-orang,0.3652,moved
2022-04-21_CcmE9g1pG8Q,daikuinterior_CcmE9g1pG8Q_0.jpg,promosi,promosi,0.8881,moved
2022-04-26_Ccy81i_Jw9F,daikuinterior_Ccy81i_Jw9F_0.jpg,furnitur-detail,furnitur-detail,0.8152,moved
2022-05-01_CdCNUERvg20,daikuinterior_CdCNUERvg20_0.jpg,promosi,promosi,0.9844,moved
2022-05-09_CdU4VfNJdov,daikuinterior_CdU4VfNJdov_0.jpg,dapur,dapur,0.7737,moved
2022-05-09_CdU4VfNJdov,daikuinterior_CdU4VfNJdov_1.jpg,dapur,dapur,0.8056,moved
2022-05-09_CdU4VfNJdov,daikuinterior_CdU4VfNJdov_2.jpg,dapur,dapur,0.8011,moved
2022-05-09_CdU4VfNJdov,daikuinterior_CdU4VfNJdov_3.jpg,dapur,dapur,0.7761,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_0.jpg,furnitur-detail,furnitur-detail,0.6649,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_1.jpg,furnitur-detail,furnitur-detail,0.6764,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_2.jpg,furnitur-detail,furnitur-detail,0.4896,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_3.jpg,kamar-mandi,furnitur-detail,0.7295,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_4.jpg,furnitur-detail,furnitur-detail,0.7407,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_5.jpg,furnitur-detail,furnitur-detail,0.7294,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_6.jpg,furnitur-detail,furnitur-detail,0.6676,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_7.jpg,furnitur-detail,furnitur-detail,0.7912,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_8.jpg,furnitur-detail,furnitur-detail,0.754,moved
2022-05-11_CdZ1UgLJgtK,daikuinterior_CdZ1UgLJgtK_9.jpg,furnitur-detail,furnitur-detail,0.7588,moved
2022-05-18_CdsqmzUJPCF,daikuinterior_CdsqmzUJPCF_0.jpg,kamar-tidur,kamar-tidur,0.5723,moved
2022-05-19_CduQhBlpnE1,daikuinterior_CduQhBlpnE1_0.jpg,kamar-tidur,kamar-tidur,0.4906,moved
2022-05-19_CduQmRVJAaS,daikuinterior_CduQmRVJAaS_0.jpg,dapur,dapur,0.8719,moved
2022-05-19_CduQno6pjCT,daikuinterior_CduQno6pjCT_0.jpg,furnitur-detail,furnitur-detail,0.5478,moved
2022-05-23_Cd5JU-Gp11Q,daikuinterior_Cd5JU-Gp11Q_0.jpg,furnitur-detail,furnitur-detail,0.5183,moved
2022-05-24_Cd7j1vCpUMn,daikuinterior_Cd7j1vCpUMn_0.jpg,kamar-tidur,kamar-tidur,0.544,moved
2022-05-25_Cd95f3Rp66p,daikuinterior_Cd95f3Rp66p_0.jpg,dapur,dapur,0.529,moved
2022-05-25_Cd95f3Rp66p,daikuinterior_Cd95f3Rp66p_1.jpg,furnitur-detail,dapur,0.3598,moved
2022-05-25_Cd9oOm3J-v0,daikuinterior_Cd9oOm3J-v0_0.jpg,furnitur-detail,kamar-tidur,0.4745,moved
2022-05-25_Cd9oOm3J-v0,daikuinterior_Cd9oOm3J-v0_1.jpg,kamar-tidur,kamar-tidur,0.6783,moved
2022-05-25_Cd9oOm3J-v0,daikuinterior_Cd9oOm3J-v0_2.jpg,kamar-tidur,kamar-tidur,0.6305,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_0.jpg,foto-orang,foto-orang,0.8722,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2622,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_2.jpg,perlu-ditinjau,perlu-ditinjau,0.5216,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_3.jpg,eksterior,eksterior,0.7346,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_4.jpg,perlu-ditinjau,perlu-ditinjau,0.4044,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_5.jpg,perlu-ditinjau,perlu-ditinjau,0.5829,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_6.jpg,foto-orang,foto-orang,0.6267,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_7.jpg,perlu-ditinjau,perlu-ditinjau,0.2927,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_8.jpg,foto-orang,foto-orang,0.3595,moved
2022-05-25_Cd9pj4ypvTl,daikuinterior_Cd9pj4ypvTl_9.jpg,eksterior,eksterior,0.6613,moved
2022-05-27_CeD5lrjJHTe,daikuinterior_CeD5lrjJHTe_0.jpg,kamar-mandi,kamar-mandi,0.433,moved
2022-05-27_CeD5lrjJHTe,daikuinterior_CeD5lrjJHTe_1.jpg,furnitur-detail,kamar-mandi,0.5612,moved
2022-05-27_CeDMxgvJtJX,daikuinterior_CeDMxgvJtJX_0.jpg,perlu-ditinjau,perlu-ditinjau,0.2868,moved
2022-05-27_CeDMxgvJtJX,daikuinterior_CeDMxgvJtJX_1.jpg,furnitur-detail,furnitur-detail,0.3715,moved
2022-05-27_CeDMxgvJtJX,daikuinterior_CeDMxgvJtJX_2.jpg,furnitur-detail,furnitur-detail,0.3783,moved
2022-05-27_CeDMxgvJtJX,daikuinterior_CeDMxgvJtJX_3.jpg,furnitur-detail,furnitur-detail,0.4455,moved
2022-05-27_CeDNB1AJruU,daikuinterior_CeDNB1AJruU_3.jpg,furnitur-detail,furnitur-detail,0.702,moved
2022-05-27_CeDNB1AJruU,daikuinterior_CeDNB1AJruU_4.jpg,furnitur-detail,furnitur-detail,0.407,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_0.jpg,eksterior,eksterior,0.4907,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_1.jpg,eksterior,eksterior,0.6293,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_2.jpg,eksterior,eksterior,0.8502,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_3.jpg,eksterior,eksterior,0.8901,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_4.jpg,eksterior,eksterior,0.9715,moved
2022-05-28_CeFTFQjJ88k,daikuinterior_CeFTFQjJ88k_5.jpg,eksterior,eksterior,0.9576,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_0.jpg,kamar-tidur,kamar-tidur,0.4442,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_1.jpg,furnitur-detail,kamar-tidur,0.4094,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_2.jpg,kamar-tidur,kamar-tidur,0.6707,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_3.jpg,kamar-tidur,kamar-tidur,0.6551,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_4.jpg,furnitur-detail,kamar-tidur,0.4278,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_5.jpg,kamar-tidur,kamar-tidur,0.6687,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_6.jpg,kamar-tidur,kamar-tidur,0.415,moved
2022-05-28_CeGT_wBpplg,daikuinterior_CeGT_wBpplg_7.jpg,kamar-tidur,kamar-tidur,0.6364,moved
2022-05-28_CeGVM5TJcog,daikuinterior_CeGVM5TJcog_0.jpg,eksterior,eksterior,0.7567,moved
2022-05-28_CeGVM5TJcog,daikuinterior_CeGVM5TJcog_1.jpg,eksterior,eksterior,0.8731,moved
2022-05-28_CeGVM5TJcog,daikuinterior_CeGVM5TJcog_2.jpg,eksterior,eksterior,0.7976,moved
2022-05-28_CeGVM5TJcog,daikuinterior_CeGVM5TJcog_3.jpg,eksterior,eksterior,0.9957,moved
2022-05-30_CeKfbb9JD4q,daikuinterior_CeKfbb9JD4q_0.jpg,furnitur-detail,furnitur-detail,0.4167,moved
2022-05-30_CeKfbb9JD4q,daikuinterior_CeKfbb9JD4q_1.jpg,furnitur-detail,furnitur-detail,0.6582,moved
2022-05-31_CeNXbX_Jogt,daikuinterior_CeNXbX_Jogt_0.jpg,dapur,dapur,0.9488,moved
2022-06-01_CeRIpD9pHlV,daikuinterior_CeRIpD9pHlV_0.jpg,dapur,dapur,0.8789,moved
2022-06-01_CeRIpD9pHlV,daikuinterior_CeRIpD9pHlV_1.jpg,dapur,dapur,0.6679,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_0.jpg,ruang-keluarga,ruang-keluarga,0.5455,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_1.jpg,perlu-ditinjau,perlu-ditinjau,0.2178,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_2.jpg,perlu-ditinjau,perlu-ditinjau,0.3014,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_3.jpg,kamar-mandi,ruang-keluarga,0.6694,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_4.jpg,ruang-usaha,ruang-keluarga,0.6272,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_5.jpg,kamar-mandi,ruang-keluarga,0.8078,moved
2022-06-06_Cech9NWpxQ9,daikuinterior_Cech9NWpxQ9_6.jpg,ruang-keluarga,ruang-keluarga,0.4041,moved
2022-06-06_CeciHU6JIqa,daikuinterior_CeciHU6JIqa_0.jpg,eksterior,eksterior,0.5513,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_0.jpg,ruang-keluarga,ruang-keluarga,0.4587,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_1.jpg,ruang-keluarga,ruang-keluarga,0.5827,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_2.jpg,kamar-mandi,ruang-keluarga,0.5288,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_3.jpg,ruang-keluarga,ruang-keluarga,0.6207,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_4.jpg,eksterior,ruang-keluarga,0.8229,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_5.jpg,ruang-keluarga,ruang-keluarga,0.3437,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_6.jpg,eksterior,ruang-keluarga,0.3567,moved
2022-06-06_CecxwxyparX,daikuinterior_CecxwxyparX_7.jpg,perlu-ditinjau,perlu-ditinjau,0.2296,moved
